ACTUAL TIME (ms),TIME INTERVAL (ms),Accel X,Accel Y
2084,39,-1.6959686,4.9139557
2084,0,-1.714508,4.934082
2085,1,-1.6987915,4.982605
2085,0,-1.6452789,5.0539856
2086,1,-1.5627136,5.1404724
2086,0,-1.4612885,5.2374115
2086,0,-1.3392792,5.2983246
2086,0,-1.2327118,5.330719
2092,6,-1.1306305,5.340042
2093,1,-1.0687866,5.343384
2101,8,-1.0480347,5.3243103
2102,1,-1.0722809,5.280197
2106,4,-1.1189575,5.2666473
2110,4,-1.1465759,5.2365265
2123,13,-1.1794891,5.1922607
2123,0,-1.2020721,5.15506
2126,3,-1.2116547,5.1180267
2136,10,-1.204483,5.103653
2138,2,-1.2074585,5.0907593
2141,3,-1.2167206,5.0890656
2145,4,-1.2259827,5.077667
2153,8,-1.2312012,5.0888367
2157,4,-1.2260284,5.1033325
2161,4,-1.2260284,5.1063538
2168,7,-1.2321014,5.100296
2173,5,-1.2260284,5.109543
2177,4,-1.231308,5.139908
2184,7,-1.2331085,5.1785126
2188,4,-1.2215729,5.1997375
2192,4,-1.2073975,5.2039948
2198,6,-1.1981506,5.206909
2204,6,-1.1564026,5.2093964
2208,4,-1.1259155,5.228012
2212,4,-1.1236572,5.2409973
2220,8,-1.1328735,5.2500153
2224,4,-1.1421051,5.2477417
2228,4,-1.151474,5.238373
2232,4,-1.1735992,5.2162476
2239,7,-1.2029114,5.218292
2246,7,-1.2400665,5.2356415
2247,1,-1.2717285,5.2243347
2255,8,-1.2839508,5.184906
2262,7,-1.2932281,5.167923
2264,2,-1.3024597,5.1264343
2267,3,-1.3252411,5.086609
2277,10,-1.3393707,5.054489
2278,1,-1.3411255,5.0599213
2283,5,-1.3367004,5.093338
2290,7,-1.3044281,5.114151
2295,5,-1.2978516,5.1207275
2298,3,-1.2978516,5.1159363
2302,4,-1.2773285,5.1135406
2310,8,-1.2585449,5.124115
2315,5,-1.2361298,5.135086
2317,2,-1.2260284,5.1469574
2328,11,-1.2180634,5.158203
2331,3,-1.2088013,5.1624146
2334,3,-1.204483,5.144516
2337,3,-1.204483,5.149338
2345,8,-1.22258,5.140396
2349,4,-1.2411804,5.127121
2353,4,-1.2475739,5.1024017
2361,8,-1.231308,5.07666
2364,3,-1.2097626,5.058319
2369,5,-1.1717682,5.021286
2376,7,-1.1397858,4.984131
2380,4,-1.128418,4.9635315
2384,4,-1.1099854,4.931717
2389,5,-1.0852356,4.9071503
2396,7,-1.0574341,4.8931427
2399,3,-1.0232544,4.905243
2405,6,-0.9928436,4.8947144
2412,7,-0.9896698,4.883026
2416,4,-1.0196075,4.8576202
2419,3,-1.0610046,4.830414
2424,5,-1.0815887,4.8126526
2431,7,-1.1065216,4.847046
2435,4,-1.1182861,4.883301
2439,4,-1.1128387,4.901779
2447,8,-1.0810242,4.9199524
2450,3,-1.0366364,4.924347
2454,4,-0.95869446,4.933014
2458,4,-0.8658905,4.9674225
2466,8,-0.76039124,5.0217285
2468,2,-0.6726837,5.0681458
2474,6,-0.6114502,5.0523224
2482,8,-0.54034424,5.0494537
2490,8,-0.50575256,5.056076
2490,0,-0.52882385,5.056076
2493,3,-0.5704193,5.056076
2502,9,-0.6205597,5.0472107
2505,3,-0.65571594,5.0305176
2510,5,-0.7016449,5.0086823
2517,7,-0.7550812,4.9745636
2521,4,-0.8014374,4.940201
2524,3,-0.83795166,4.9173584
2529,5,-0.8589325,4.91922
2538,9,-0.87368774,4.910721
2541,3,-0.9032135,4.893875
2544,3,-0.9156952,4.8779907
2552,8,-0.9132843,4.878067
2556,4,-0.86161804,4.904907
2560,4,-0.76651,4.961502
2564,4,-0.6394043,5.012146
2571,7,-0.54000854,5.0569153
2575,4,-0.469162,5.0937805
2580,5,-0.41362,5.1308136
2588,8,-0.39283752,5.139206
2592,4,-0.40220642,5.111374
2595,3,-0.4451294,5.0684357
2603,8,-0.4864502,5.019943
2608,5,-0.5213623,4.980774
2611,3,-0.54067993,4.947159
2618,7,-0.56251526,4.9223175
2622,4,-0.60113525,4.91243
2626,4,-0.58161926,4.91893
2633,7,-0.5367279,4.9427643
2639,6,-0.49945068,4.978195
2642,3,-0.44612122,5.0222626
2645,3,-0.3767395,5.059128
2650,5,-0.33758545,5.076889
2657,7,-0.33538818,5.0677185
2663,6,-0.34230042,5.0457153
2665,2,-0.355011,5.013504
2674,9,-0.38668823,4.991089
2677,3,-0.41220093,4.9792633
2682,5,-0.43969727,4.9608154
2684,2,-0.45692444,4.9422913
2692,8,-0.47903442,4.9109497
2697,5,-0.4754486,4.89447
2700,3,-0.48320007,4.866684
2708,8,-0.49339294,4.8443756
2713,5,-0.50141907,4.7966614
2716,3,-0.5149536,4.778412
2719,3,-0.5284271,4.7557373
2728,9,-0.536499,4.745529
2734,6,-0.536499,4.7325745
2736,2,-0.536499,4.743149
2744,8,-0.5299988,4.724304
2747,3,-0.53364563,4.7055817
2751,4,-0.52441406,4.687149
2755,4,-0.52212524,4.6756134
2763,8,-0.50408936,4.6575317
2766,3,-0.51882935,4.650528
2771,5,-0.51623535,4.647934
2779,8,-0.52931213,4.632309
2782,3,-0.53515625,4.638138
2787,5,-0.552948,4.651291
2791,4,-0.5650635,4.6818542
2798,7,-0.5632782,4.6897736
2801,3,-0.55804443,4.6897736
2806,5,-0.5519867,4.6897736
2813,7,-0.54367065,4.696945
2817,4,-0.54678345,4.7031555
2822,5,-0.55085754,4.7010345
2831,9,-0.55804443,4.6825867
2833,2,-0.56018066,4.6847076
2837,4,-0.5652313,4.6940002
2843,6,-0.55274963,4.6907043
2849,6,-0.53089905,4.7090607
2853,4,-0.48768616,4.696945
2858,5,-0.4611969,4.69162
2865,7,-0.45767212,4.690277
2869,4,-0.4715271,4.711319
2873,4,-0.4862213,4.7156525
2878,5,-0.49267578,4.712036
2884,6,-0.50341797,4.6769257
2890,6,-0.51846313,4.6538544
2893,3,-0.52212524,4.6594086
2900,7,-0.49969482,4.6754
2904,4,-0.48373413,4.67041
2908,4,-0.46676636,4.6692047
2912,4,-0.457489,4.681946
2919,7,-0.44869995,4.6858063
2923,4,-0.44677734,4.704239
2927,4,-0.45030212,4.722748
2935,8,-0.44969177,4.7406616
2938,3,-0.44311523,4.75264
2942,4,-0.43362427,4.7710876
2946,4,-0.42196655,4.7895355
2955,9,-0.4287567,4.793625
2959,4,-0.4401245,4.8046875
2962,3,-0.46199036,4.7871704
2971,9,-0.4734192,4.7743835
2975,4,-0.49183655,4.758789
2978,3,-0.50057983,4.744568
2982,4,-0.49368286,4.7400513
2990,8,-0.49150085,4.747223
2994,4,-0.4862213,4.751175
2998,4,-0.48017883,4.7604523
3005,7,-0.46914673,4.7768555
3009,4,-0.44729614,4.786148
3013,4,-0.44818115,4.790329
3021,8,-0.44311523,4.7904816
3026,5,-0.44725037,4.8139343
3029,3,-0.457489,4.8149567
3033,4,-0.457489,4.8056946
3041,8,-0.463562,4.790329
3044,3,-0.45115662,4.787155
3048,4,-0.42730713,4.7884064
3056,8,-0.39227295,4.775955
3060,4,-0.35031128,4.780365
3064,4,-0.31843567,4.8030396
3068,4,-0.28733826,4.8183136
3076,8,-0.30426025,4.8561554
3080,4,-0.3315277,4.8588257
3083,3,-0.3516388,4.8332977
3091,8,-0.39401245,4.8186646
3095,4,-0.41918945,4.7998962
3099,4,-0.44206238,4.7626495
3103,4,-0.46333313,4.741394
3111,8,-0.48184204,4.714279
3115,4,-0.49690247,4.689926
3119,4,-0.5172882,4.677002
3127,8,-0.522583,4.683029
3130,3,-0.5267792,4.6999207
3135,5,-0.49905396,4.7323456
3138,3,-0.45256042,4.7535095
3146,8,-0.40829468,4.7907715
3150,4,-0.36756897,4.8407593
3154,4,-0.3327484,4.8961487
3162,8,-0.3210144,4.91243
3166,4,-0.32641602,4.9043427
3170,4,-0.3448639,4.8814087
3173,3,-0.37028503,4.849121
3182,9,-0.4160614,4.824463
3185,3,-0.44311523,4.815262
3190,5,-0.4490204,4.7941895
3197,7,-0.45986938,4.7895355
3202,5,-0.4819336,4.783142
3204,2,-0.47627258,4.7781525
3209,5,-0.4577179,4.7618103
3216,7,-0.44441223,4.75441
3220,4,-0.4167328,4.7584076
3224,4,-0.38798523,4.7808228
3232,8,-0.3691864,4.8118744
3236,4,-0.35081482,4.814926
3240,4,-0.33750916,4.81398
3248,8,-0.33538818,4.819107
3251,3,-0.33538818,4.83049
3255,4,-0.33119202,4.844803
3260,5,-0.32206726,4.8600616
3267,7,-0.3210144,4.877594
3271,4,-0.3210144,4.880478
3275,4,-0.3157959,4.8765106
3283,8,-0.31394958,4.8836975
3287,4,-0.32322693,4.877075
3291,4,-0.34106445,4.857849
3294,3,-0.3687744,4.8486176
3302,8,-0.381073,4.826233
3306,4,-0.3895111,4.822891
3310,4,-0.3748932,4.8190613
3318,8,-0.3497467,4.8110046
3322,4,-0.35716248,4.790329
3325,3,-0.37576294,4.7992554
3330,5,-0.37191772,4.8046875
3338,8,-0.3683319,4.7772064
3342,4,-0.3533783,4.757965
3346,4,-0.3441925,4.77269
3353,7,-0.35968018,4.7615967
3356,3,-0.4078827,4.766815
3362,6,-0.43544006,4.775955
3365,3,-0.44311523,4.775955
3373,8,-0.45030212,4.7775726
3376,3,-0.45030212,4.7868347
3380,4,-0.45030212,4.8017883
3388,8,-0.45030212,4.8196716
3392,4,-0.45576477,4.8316803
3396,4,-0.46948242,4.8309784
3400,4,-0.478714,4.8193817
3409,9,-0.498703,4.8011475
3412,3,-0.5226898,4.790329
3415,3,-0.52931213,4.802185
3422,7,-0.51097107,4.812668
3426,4,-0.47314453,4.822006
3430,4,-0.45477295,4.836136
3434,4,-0.4217987,4.8477173
3443,9,-0.40525818,4.8477783
3446,3,-0.39186096,4.855957
3450,4,-0.37342834,4.862152
3458,8,-0.35906982,4.8765106
3462,4,-0.37438965,4.8703156
3466,4,-0.3887787,4.862152
3474,8,-0.39283752,4.854965
3478,4,-0.39064026,4.841156
3482,4,-0.3856659,4.822006
3492,10,-0.39193726,4.8190613
3494,2,-0.3939972,4.8383026
3497,3,-0.4000244,4.8228607
3507,10,-0.3839569,4.824402
3510,3,-0.3497467,4.8406067
3513,3,-0.3474579,4.8406067
3516,3,-0.3336792,4.8450317
3522,6,-0.3282013,4.854294
3528,6,-0.3210144,4.8664856
3532,4,-0.3210144,4.894211
3536,4,-0.3097992,4.905243
3544,8,-0.299469,4.8904266
3548,4,-0.302063,4.8811035
3552,4,-0.3112793,4.881134
3556,4,-0.32051086,4.8903656
3566,10,-0.338562,4.8892975
3569,3,-0.36094666,4.8874207
3572,3,-0.3827057,4.8908844
3579,7,-0.39356995,4.8844147
3584,5,-0.4000244,4.8881226
3587,3,-0.4000244,4.869095
3593,6,-0.38633728,4.8415985
3601,8,-0.378479,4.8155518
3604,3,-0.38623047,4.8046875
3606,2,-0.38690186,4.8046875
3617,11,-0.40081787,4.8046875
3618,1,-0.4043274,4.8104706
3622,4,-0.38510132,4.8240204
3626,4,-0.3504181,4.847275
3635,9,-0.32962036,4.8477783
3638,3,-0.3138275,4.851776
3642,4,-0.3138275,4.854965
3653,11,-0.3076172,4.864044
3653,0,-0.322937,4.870453
3658,5,-0.3455963,4.8519287
3666,8,-0.3569336,4.826233
3670,4,-0.36109924,4.809784
3672,2,-0.3796692,4.7963104
3676,4,-0.3919525,4.7777405
3685,9,-0.40229797,4.763855
3689,4,-0.42086792,4.775955
3692,3,-0.4129486,4.775955
3701,9,-0.39239502,4.784027
3704,3,-0.37623596,4.8141174
3708,4,-0.3583374,4.8233643
3713,5,-0.34335327,4.83902
3720,7,-0.3451538,4.8288116
3723,3,-0.3569336,4.8439636
3728,5,-0.3569336,4.8477783
3735,7,-0.3343811,4.855301
3739,4,-0.3090515,4.862152
3744,5,-0.30393982,4.8755493
3748,4,-0.31326294,4.8903046
3755,7,-0.30665588,4.91243
3759,4,-0.30665588,4.908905
3763,4,-0.31221008,4.905243
3770,7,-0.32922363,4.9104004
3774,4,-0.34773254,4.8733673
3778,4,-0.37557983,4.836319
3782,4,-0.39239502,4.8127594
3790,8,-0.39283752,4.7886963
3794,4,-0.39283752,4.7794037
3798,4,-0.41036987,4.764282
3806,8,-0.4072113,4.763443
3810,4,-0.4072113,4.7858124
3814,4,-0.40249634,4.7997437
3817,3,-0.4000244,4.8115845
3825,8,-0.4000244,4.815262
3830,5,-0.4000244,4.826233
3834,4,-0.4000244,4.8379974
3841,7,-0.40553284,4.838913
3845,4,-0.38993835,4.8233185
3849,4,-0.38067627,4.8140564
3853,4,-0.378479,4.7906647
3860,7,-0.3673706,4.77005
3864,4,-0.36906433,4.7382355
3868,4,-0.39071655,4.7195435
3876,8,-0.40104675,4.727707
3880,4,-0.4072113,4.7400513
3883,3,-0.41233826,4.7400513
3891,8,-0.41435242,4.7472687
3895,4,-0.4072113,4.756531
3899,4,-0.4072113,4.7700043
3903,4,-0.3883667,4.775955
3911,8,-0.36894226,4.784317
3915,4,-0.3569336,4.7870636
3919,4,-0.3462677,4.783142
3926,7,-0.3577881,4.791168
3931,5,-0.38549805,4.8118744
3935,4,-0.40437317,4.8075256
3939,4,-0.4072113,4.811035
3946,7,-0.38606262,4.820404
3950,4,-0.34658813,4.826233
3954,4,-0.3243866,4.8207397
3962,8,-0.31344604,4.825836
3966,4,-0.3091278,4.8165894
3970,4,-0.31834412,4.807358
3974,4,-0.32763672,4.791458
3981,7,-0.35598755,4.7815704
3985,4,-0.3856659,4.779541
3990,5,-0.38719177,4.8001404
3997,7,-0.34788513,4.8046875
4001,4,-0.3173828,4.8101044
4005,4,-0.27119446,4.837906
4009,4,-0.24290466,4.888199
4017,8,-0.22270203,4.941162
4020,3,-0.1985321,4.941162
4024,4,-0.19172668,4.941162
4033,9,-0.18954468,4.9577026
4036,3,-0.1645813,4.9798584
4040,4,-0.14129639,4.9794006
4044,4,-0.13426208,4.956192
4052,8,-0.1672821,4.935425
4056,4,-0.22659302,4.8958893
4061,5,-0.27766418,4.848053
4068,7,-0.31655884,4.808243
4072,4,-0.3564453,4.774109
4075,3,-0.3958435,4.7565002
4079,4,-0.41429138,4.7472687
4088,9,-0.4348755,4.7779846
4091,3,-0.45855713,4.787262
4095,4,-0.44630432,4.8025665
4103,8,-0.383255,4.8118744
4106,3,-0.29364014,4.8150177
4111,5,-0.1709137,4.83992
4118,7,0.09251404,4.88414
4122,4,0.19963074,4.9213257
4126,4,0.28330994,4.9624786
4130,4,0.332016,4.989746
4138,8,0.3764038,5.040924
4142,4,0.4000244,5.083679
4145,3,0.38386536,5.1099396
4153,8,0.34143066,5.1428223
4158,5,0.30203247,5.1636963
4161,3,0.26461792,5.1737366
4165,4,0.23669434,5.1513214
4173,8,0.19908142,5.148056
4177,4,0.152771,5.1387787
4181,4,0.11891174,5.1248474
4189,8,0.12168884,5.097824
4193,4,0.15872192,5.0750885
4197,4,0.19126892,5.051895
4202,5,0.20553589,5.03508
4209,7,0.23069763,5.020172
4212,3,0.2420044,5.01651
4216,4,0.2420044,5.007248
4224,8,0.23254395,4.992569
4228,4,0.18971252,5.0057983
4231,3,0.13215637,5.0057983
4235,4,0.10635376,5.0196075
4243,8,0.094955444,5.0556793
4247,4,-0.07064819,5.0814667
4251,4,-0.083984375,5.0789337
4259,8,-0.08087158,5.07045
4263,4,0.08958435,5.07045
4266,3,0.103271484,5.075348
4271,5,0.11253357,5.0846252
4279,8,0.12898254,5.101074
4282,3,0.14222717,5.1063538
4286,4,0.1608429,5.1063538
4294,8,0.17832947,5.117386
4298,4,0.18760681,5.1483917
4302,4,0.18711853,5.1658325
4306,4,0.18455505,5.1781006
4314,8,0.18455505,5.180191
4317,3,0.18867493,5.177109
4321,4,0.19172668,5.1586304
4329,8,0.19676208,5.1688538
4333,4,0.17814636,5.1566315
4337,4,0.17018127,5.177887
4345,8,0.1703949,5.178177
4349,4,0.18678284,5.178177
4352,3,0.19604492,5.182495
4356,4,0.22450256,5.1981506
4364,8,0.25047302,5.2179565
4368,4,0.2597351,5.2389984
4372,4,0.2635498,5.2428284
4380,8,0.25604248,5.2414856
4384,4,0.24206543,5.20459
4389,5,0.20536804,5.1764526
4392,3,0.17204285,5.1578674
4399,7,0.15437317,5.1465607
4403,4,0.13459778,5.135086
4408,5,0.119903564,5.1238556
4415,7,0.112197876,5.133545
4419,4,0.10293579,5.1109314
4423,4,0.10295105,5.1063538
4426,3,0.11225891,5.0996246
4435,9,0.12548828,5.095978
4439,4,0.11616516,5.08107
4443,4,0.112716675,5.0776215
4450,7,0.1133728,5.0782776
4454,4,0.12532043,5.0902405
4458,4,0.14874268,5.099182
4462,4,0.1696167,5.099182
4470,8,0.17018127,5.102844
4477,7,0.16630554,5.117401
4478,1,0.15699768,5.1327057
4485,7,0.14608765,5.1439667
4490,5,0.12709045,5.1654053
4493,3,0.14201355,5.193115
4497,4,0.15576172,5.1997375
4505,8,0.15058899,5.2108307
4509,4,0.15184021,5.221283
4513,4,0.15467834,5.233368
4520,7,0.13214111,5.220215
4524,4,0.11680603,5.214096
4529,5,0.12818909,5.2295685
4536,7,0.16320801,5.243042
4540,4,0.19172668,5.2737274
4544,4,0.17900085,5.2744904
4548,4,0.11984253,5.265259
4556,8,-0.08988953,5.241638
4559,3,-0.12641907,5.225876
4564,5,-0.12361145,5.214096
4573,9,-0.08331299,5.220154
4576,3,0.09980774,5.1577454
4579,3,0.09260559,5.0302124
4583,4,-0.49954224,4.9322968
4591,8,-1.2091675,4.9651794
4595,4,-1.2176056,5.0261536
4598,3,-0.8014679,5.1203766
4607,9,-0.25056458,5.288315
4610,3,0.42155457,5.564377
4614,4,0.81391907,5.827301
4618,4,1.0275421,5.987732
4626,8,1.083664,6.079117
4630,4,1.0394287,6.11911
4634,4,0.94984436,6.1021423
4642,8,0.81225586,6.0789337
4645,3,0.6331177,6.009674
4650,5,0.42936707,5.935669
4654,4,0.2151947,5.8297577
4661,7,-0.10217285,5.702118
4665,4,-0.28018188,5.5424805
4669,4,-0.45298767,5.3766174
4677,8,-0.6359253,5.2275543
4681,4,-0.7942505,5.136902
4684,3,-0.90797424,5.101532
4689,5,-0.9729614,5.099182
4697,8,-0.96188354,5.1153564
4701,4,-0.8733673,5.132492
4704,3,-0.70606995,5.171997
4712,8,-0.53559875,5.2200317
4717,5,-0.3625641,5.279129
4720,3,-0.19863892,5.325058
4817,97,0.103500366,5.3644714
4817,0,0.25453186,5.383301
4818,1,0.40948486,5.3936615
4818,0,0.5167694,5.3682556
4818,0,0.60317993,5.325943
4818,0,0.6029053,5.294861
4818,0,0.5451355,5.252716
4818,0,0.49316406,5.185074
4818,0,0.45822144,5.1387024
4818,0,0.4263153,5.0883484
4818,0,0.40182495,5.0265045
4818,0,0.36653137,4.977127
4819,1,0.3193817,4.9312286
4819,0,0.26020813,4.914261
4819,0,0.21875,4.920746
4819,0,0.17497253,4.9602966
4819,0,0.17463684,5.006592
4819,0,0.18392944,5.0529785
4820,1,0.19172668,5.1122284
4872,52,0.18815613,5.142212
4872,0,0.17332458,5.1662903
4872,0,0.14608765,5.185364
4873,1,0.10223389,5.185364
4873,0,-0.087631226,5.176117
4873,0,-0.13224792,5.144287
4873,0,-0.16625977,5.1158447
4873,0,-0.18104553,5.08815
4873,0,-0.18455505,5.0487823
4873,0,-0.19308472,5.032501
4873,0,-0.21435547,5.00473
4877,4,-0.2469635,4.986603
4913,36,-0.27708435,4.984253
4914,1,-0.30845642,4.9627075
4914,0,-0.3254547,4.929535
4914,0,-0.35324097,4.9255524
4914,0,-0.36972046,4.925995
4914,0,-0.3423462,4.9196167
4914,0,-0.29605103,4.914612
4939,25,-0.25683594,4.9053497
4939,0,-0.22329712,4.8889465
4939,0,-0.17556763,4.887726
4939,0,-0.14479065,4.8848114
4940,1,-0.12709045,4.874481
4947,7,-0.13945007,4.8590546
4947,0,-0.16098022,4.854965
4956,9,-0.15582275,4.8765106
4961,5,-0.10925293,4.892227
4962,1,0.084487915,4.933304
4966,4,0.14320374,4.9734344
4973,7,0.19132996,5.011444
4977,4,0.24055481,5.0546265
4982,5,0.266922,5.0915375
4989,7,0.29978943,5.1065063
4994,5,0.3182373,5.1201477
4997,3,0.33255005,5.1481476
5001,4,0.34817505,5.1566315
5011,10,0.37257385,5.1684113
5012,1,0.3851471,5.1566315
5016,4,0.39830017,5.1511536
5025,9,0.4225769,5.142273
5028,3,0.4333191,5.134918
5032,4,0.4054718,5.111801
5036,4,0.38049316,5.0868225
5044,8,0.3456726,5.100525
5048,4,0.32470703,5.109833
5052,4,0.33203125,5.1135406
5060,8,0.3506317,5.122055
5063,3,0.37405396,5.1621704
5067,4,0.39283752,5.2136383
5071,4,0.37957764,5.241165
5079,8,0.36976624,5.2413025
5083,4,0.3568573,5.2356415
5087,4,0.32684326,5.2413635
5095,8,0.31181335,5.249344
5100,5,0.28689575,5.234741
5103,3,0.26361084,5.211731
5107,4,0.23583984,5.1795197
5115,8,0.1903534,5.132004
5119,4,0.13630676,5.076294
5122,3,0.08306885,5.026428
5131,9,-0.091171265,4.9808807
5134,3,-0.09701538,4.9380035
5138,4,-0.11553955,4.8974457
5143,5,-0.13415527,4.8766174
5149,6,-0.15582275,4.8660736
5154,5,-0.14370728,4.880539
5157,3,-0.11578369,4.902176
5166,9,-0.08015442,4.9205627
5169,3,0.090148926,4.936035
5173,4,0.108673096,4.953491
5182,9,0.119781494,4.9557343
5185,3,0.10417175,4.9613495
5189,4,-0.076309204,4.9243164
5192,3,-0.11003113,4.89357
5201,9,-0.13897705,4.860962
5204,3,-0.15975952,4.8484497
5208,4,-0.13983154,4.8246155
5217,9,-0.12731934,4.7901
5220,3,-0.14129639,4.783142
5223,3,-0.14706421,4.783142
5229,6,-0.13494873,4.763626
5235,6,-0.13835144,4.7588654
5238,3,-0.15582275,4.747223
5247,9,-0.15582275,4.7532196
5251,4,-0.17152405,4.77684
5255,4,-0.19667053,4.7952576
5259,4,-0.21061707,4.8137054
5263,4,-0.2132721,4.8256073
5271,8,-0.22764587,4.8421173
5274,3,-0.21328735,4.8477783
5278,4,-0.18759155,4.8534393
5286,8,-0.16915894,4.8472595
5290,4,-0.14781189,4.8432617
5294,4,-0.12953186,4.8667755
5298,4,-0.11351013,4.9036713
5307,9,-0.08270264,4.930176
5310,3,0.080200195,4.9297943
5317,7,0.071014404,4.9138184
5321,4,-0.09274292,4.91008
5327,6,-0.1111145,4.8852997
5330,3,-0.119903564,4.8765106
5333,3,-0.119903564,4.8835144
5343,10,-0.099868774,4.909027
5346,3,0.078826904,4.9196167
5349,3,0.12237549,4.9136047
5360,11,0.15760803,4.9285736
5362,2,0.17315674,4.947098
5365,3,0.18244934,4.9656982
5375,10,0.19172668,4.977066
5376,1,0.20610046,5.0263367
5380,4,0.20199585,5.045807
5384,4,0.20507812,5.0550537
5392,8,0.20812988,5.07045
5396,4,0.22045898,5.07045
5400,4,0.22045898,5.075577
5408,8,0.22764587,5.0776215
5412,4,0.22105408,5.056076
5415,3,0.19778442,5.056076
5419,4,0.17926025,5.0498505
5427,8,0.17617798,5.0440826
5431,4,0.17338562,5.0657043
5435,4,0.17736816,5.0618896
5442,7,0.17684937,5.0345306
5446,4,0.14874268,5.0345306
5450,4,0.13426208,5.038925
5454,4,0.16047668,5.0417175
5462,8,0.18145752,5.056076
5466,4,0.2024231,5.063095
5470,4,0.22262573,5.075943
5477,7,0.23562622,5.078018
5482,5,0.25680542,5.0924225
5486,4,0.29364014,5.101776
5490,4,0.3199005,5.105789
5497,7,0.33538818,5.1063538
5501,4,0.3390503,5.1063538
5505,4,0.33111572,5.1063538
5513,8,0.30265808,5.097458
5516,3,0.24261475,5.0693665
5520,4,0.19172668,5.032135
5525,5,0.14997864,4.97908
5532,7,0.1288147,4.9289703
5537,5,0.14952087,4.8870544
5540,3,0.18054199,4.877838
5548,8,0.23719788,4.8765106
5552,4,0.26211548,4.8765106
5555,3,0.29533386,4.881424
5560,5,0.33448792,4.9045715
5568,8,0.3555603,4.8889313
5571,3,0.37532043,4.8715973
5575,4,0.37236023,4.8499146
5584,9,0.36026,4.838669
5587,3,0.32920837,4.8231506
5591,4,0.31588745,4.8139343
5599,8,0.299469,4.826233
5602,3,0.26226807,4.849884
5606,4,0.23368835,4.8507996
5610,4,0.20291138,4.8415985
5618,8,0.17028809,4.8429565
5622,4,0.124572754,4.854965
5626,4,0.09689331,4.8496857
5634,8,0.08415222,4.8402557
5638,4,0.093429565,4.830765
5642,4,0.102645874,4.8491974
5645,3,0.11192322,4.8613586
5653,8,0.13674927,4.8740234
5657,4,0.15541077,4.8553467
5661,4,0.17390442,4.8423157
5669,8,0.18386841,4.8477783
5673,4,0.16534424,4.850189
5677,4,0.14233398,4.8325195
5681,4,0.1277008,4.7927856
5689,8,0.10971069,4.7714386
5693,4,0.098358154,4.75441
5697,4,0.109573364,4.76001
5704,7,0.12962341,4.774933
5708,4,0.16825867,4.766861
5712,4,0.19139099,4.785309
5716,4,0.22584534,4.8105164
5724,8,0.26594543,4.8453827
5728,4,0.31437683,4.88826
5731,3,0.36286926,4.964432
5739,8,0.4006958,5.0228577
5743,4,0.4209442,5.0598907
5762,19,0.46743774,5.0970764
5762,0,0.49272156,5.1063538
5762,0,0.50953674,5.0956116
5766,4,0.51875305,5.0848083
5767,1,0.52212524,5.0966797
5774,7,0.52041626,5.11438
5778,4,0.49890137,5.1207275
5782,4,0.4862213,5.1207275
5786,4,0.5074158,5.134857
5794,8,0.54045105,5.1442413
5798,4,0.56710815,5.14946
5802,4,0.6099396,5.1555176
5810,8,0.62368774,5.202759
5814,4,0.62986755,5.221283
5817,3,0.6246338,5.221283
5825,8,0.62268066,5.2428284
5830,5,0.62054443,5.2500153
5833,3,0.6070862,5.245804
5837,4,0.5821228,5.223816
5845,8,0.5296478,5.2083893
5849,4,0.48025513,5.1584625
5853,4,0.43267822,5.1137543
5861,8,0.37652588,5.076782
5864,3,0.32128906,5.053772
5869,5,0.30665588,5.0400696
5872,3,0.2808075,5.015152
5881,9,0.260849,4.981552
5884,3,0.23892212,4.963043
5888,4,0.21113586,4.944519
5896,8,0.19172668,4.9179077
5900,4,0.18191528,4.8714447
5903,3,0.15394592,4.834198
5908,5,0.13537598,4.826233
5915,7,0.15307617,4.8406067
5920,5,0.18103027,4.8406067
5923,3,0.21438599,4.823593
5931,8,0.22764587,4.8184967
5934,3,0.2250061,4.8013153
5939,5,0.21131897,4.7602844
5943,4,0.1993103,4.726883
5950,7,0.20059204,4.7256775
5954,4,0.21360779,4.7219086
5958,4,0.23213196,4.7009735
5966,8,0.23483276,4.6897736
5970,4,0.23483276,4.6869507
5974,4,0.23968506,4.6923065
5977,3,0.25602722,4.717972
5985,8,0.2707367,4.751236
5990,5,0.2865448,4.802902
5993,3,0.33789062,4.8446655
6001,8,0.39233398,4.892273
6005,4,0.44796753,4.9723816
6009,4,0.49473572,5.025833
6013,4,0.53604126,5.0698853
